,account_balance,duration,credit_history,purpose,credit_amount,savings_bond_value,employed_since,intallment_rate,sex_marital,guarantor,residence_since,property,age,other_installment_plans,type_of_housing,nr_of_existing_credits,job,number_of_dependents,telephone,foreign,target
628,3,7,4,3,7,2,2,3,2,0,3,0,5,2,1,1,2,0,1,0,1
629,3,0,2,7,7,4,4,0,2,0,3,0,9,2,1,0,1,0,0,0,1
630,0,4,2,4,7,0,2,1,1,0,3,2,2,2,1,0,2,0,0,0,1
631,0,3,1,3,3,0,2,3,2,0,2,2,7,0,1,0,2,0,0,0,2
632,1,2,2,4,2,4,1,3,2,0,0,1,0,2,1,0,2,0,0,0,1
633,3,0,2,3,4,0,1,1,1,1,1,2,0,2,0,1,2,0,0,0,2
634,1,4,2,0,2,0,1,2,1,0,3,2,1,2,1,0,1,0,1,0,2
635,3,1,2,7,2,0,4,3,2,0,3,1,8,0,1,2,2,1,1,0,1
636,3,4,2,4,2,2,3,3,1,0,0,2,2,2,1,0,2,0,0,0,1
637,3,7,3,4,9,0,3,1,2,0,3,2,0,2,1,1,2,0,1,0,1
638,3,1,2,4,3,0,1,3,1,0,2,2,5,2,1,0,2,1,0,0,1
639,0,7,3,4,7,0,3,2,2,0,1,1,1,0,1,1,2,1,1,0,2
640,0,3,2,7,0,0,0,3,1,0,0,0,2,2,1,0,0,0,0,0,2
641,1,2,2,6,2,0,4,3,2,0,3,2,6,2,1,1,1,0,0,0,1
642,3,2,2,7,7,1,2,2,2,0,1,1,7,2,1,0,3,0,1,0,2
643,3,4,4,4,3,0,3,3,3,2,1,2,4,2,1,1,2,0,1,0,1
644,0,3,4,4,3,0,3,3,3,0,0,1,4,2,1,1,3,0,1,0,1
645,3,6,3,9,9,4,1,3,2,0,3,2,2,2,0,1,2,0,1,0,2
646,0,5,0,3,7,0,2,1,0,2,1,0,4,2,1,1,2,0,0,0,1
647,3,1,2,0,2,2,2,1,1,0,1,1,1,2,1,0,2,0,0,0,2
648,2,4,2,0,1,0,3,3,2,0,2,3,6,0,2,0,2,1,0,0,2
649,0,1,2,7,0,0,2,3,2,0,3,2,7,2,0,0,1,1,0,0,2
650,0,7,2,7,9,0,3,3,2,0,0,3,8,2,2,0,3,0,1,0,1
651,1,1,2,3,4,0,2,3,2,0,1,1,6,2,1,0,1,0,0,0,2
652,0,4,2,0,4,0,4,3,2,1,0,0,7,2,1,0,2,0,0,0,2
653,1,6,3,0,9,1,4,1,2,0,3,2,7,2,1,3,3,0,1,0,2
654,3,4,4,1,5,0,3,3,2,0,2,2,5,2,1,1,2,0,1,0,1
655,0,2,2,0,7,0,0,0,2,0,3,3,0,2,2,0,2,0,0,0,1
656,1,1,2,0,0,0,4,3,2,0,3,2,7,0,1,0,1,1,0,0,2
657,3,7,2,4,9,4,3,3,2,0,2,2,6,1,1,0,2,0,1,0,1
658,1,5,0,9,7,0,2,1,1,0,0,2,2,2,1,1,2,0,0,0,1
659,1,3,4,3,8,0,4,1,2,0,0,3,7,2,1,0,2,0,1,0,1
660,2,1,2,4,2,0,2,2,3,0,3,0,0,2,0,0,2,0,0,0,1
661,0,1,2,0,0,4,2,3,3,0,1,2,0,2,1,0,2,0,0,0,2
662,3,4,2,3,4,0,4,3,2,0,1,0,8,2,1,1,2,0,0,0,1
663,1,0,3,3,1,0,0,3,2,0,0,1,5,1,1,1,3,0,1,0,1
664,2,0,4,7,1,0,2,1,1,0,3,1,8,2,1,0,1,0,0,0,1
665,3,4,4,2,8,0,0,3,2,1,1,3,2,0,1,1,3,0,1,0,1
666,1,5,1,3,6,3,2,3,2,0,1,2,5,1,1,0,2,1,1,0,1
667,3,7,1,9,7,0,2,0,1,0,0,0,2,1,1,0,2,0,0,0,1
668,0,1,4,0,8,0,4,2,2,1,3,1,7,2,0,1,2,0,1,0,2
669,2,5,4,4,6,0,4,3,2,0,3,1,8,2,1,0,2,0,0,0,1
670,3,4,4,9,7,1,2,2,2,0,2,1,2,2,1,1,1,0,1,0,1
671,3,6,2,9,8,1,3,1,2,0,1,2,4,2,1,1,2,0,1,0,1
672,3,7,2,0,9,0,4,1,2,0,3,1,7,2,1,0,3,0,1,0,1
673,3,0,4,0,4,2,2,0,3,0,1,2,1,2,1,0,2,0,0,0,1
674,3,4,3,9,5,2,1,3,2,0,1,0,7,0,1,0,1,1,0,0,2
675,3,5,4,4,7,0,3,3,1,0,3,2,1,2,0,0,3,0,1,0,1
676,3,4,4,3,8,0,4,3,2,0,3,2,4,2,1,0,2,0,1,0,1
677,1,7,2,4,8,1,2,1,3,0,1,2,1,2,1,0,2,0,0,0,2
678,0,4,2,4,5,0,4,3,2,0,3,0,9,0,0,0,1,0,0,0,1
679,3,3,2,4,2,0,1,2,1,0,0,0,1,2,1,0,2,0,0,0,1
680,3,0,2,7,3,0,1,0,1,0,1,3,9,2,1,0,2,0,0,0,1
681,3,1,2,4,4,4,2,3,2,0,3,3,6,2,2,0,2,0,1,0,1
682,3,2,3,4,2,0,2,3,3,0,2,0,4,0,1,1,2,0,0,0,1
683,3,4,4,4,8,0,1,2,3,0,2,3,8,2,2,2,2,0,1,0,1
684,1,6,3,9,9,1,3,0,2,0,2,1,4,2,1,1,1,1,1,0,1
685,3,7,2,0,8,4,2,3,2,0,3,3,5,2,2,0,2,1,1,0,1
686,2,1,4,4,2,4,3,3,2,0,1,1,2,2,1,1,2,0,1,0,1
687,1,6,3,0,6,1,4,3,2,0,2,3,3,2,2,0,2,0,0,0,1
688,3,0,2,4,5,1,4,2,2,1,3,2,5,2,1,0,2,0,1,0,1
689,0,1,2,0,7,3,2,0,2,0,2,1,4,2,1,0,2,1,0,0,1
690,0,2,4,3,1,0,2,1,0,0,2,1,1,2,1,1,2,0,0,0,1
691,1,2,2,6,5,1,2,2,1,0,1,0,1,2,1,0,1,0,0,0,1
692,1,4,2,4,6,1,1,1,2,0,0,2,3,2,1,0,2,0,0,0,1
693,0,0,4,0,7,4,1,0,2,0,2,0,7,2,1,1,1,1,0,0,1
694,3,4,2,4,4,0,3,3,2,0,1,2,2,2,1,0,2,0,1,0,1
695,3,0,2,1,1,2,2,1,2,0,3,1,8,2,0,0,2,0,0,0,1
696,1,1,2,4,1,0,3,3,2,2,2,0,3,2,1,1,2,0,0,1,1
697,3,1,4,0,0,0,0,0,1,0,1,1,6,2,1,0,0,0,0,0,1
698,3,3,4,4,3,0,2,3,2,0,1,2,1,2,1,1,2,0,0,0,1
699,2,2,2,7,3,0,4,3,2,0,3,2,7,2,0,0,3,0,1,0,1
700,3,1,2,3,1,2,2,3,1,0,3,2,3,2,0,0,1,0,0,0,2
701,0,7,4,1,8,0,4,3,2,0,3,3,8,2,2,1,2,0,1,0,2
702,2,4,2,4,2,1,4,3,1,0,1,3,8,2,2,0,2,0,1,0,1
703,1,5,3,9,5,1,4,3,2,0,1,1,7,1,1,1,2,0,0,0,1
704,1,5,2,9,5,0,1,3,1,0,0,1,4,2,1,0,2,1,1,0,1
705,3,2,2,0,8,2,4,0,1,0,3,3,5,2,2,0,2,0,0,0,1
706,1,7,2,0,8,1,3,2,2,0,1,1,1,2,1,0,2,0,0,0,2
707,1,1,0,3,6,0,1,3,1,0,2,1,1,2,0,1,2,0,0,0,2
708,1,0,2,4,1,0,4,3,1,0,3,0,1,2,1,0,2,0,0,0,1
709,1,0,2,4,4,0,2,1,2,0,1,0,6,2,1,0,1,1,0,0,1
710,3,3,4,4,0,2,4,3,2,0,2,1,4,0,1,1,3,0,1,0,1
711,0,0,1,7,1,0,4,3,1,0,3,3,5,2,2,0,2,0,0,0,2
712,3,4,2,1,5,4,4,3,2,0,3,0,8,2,1,0,3,0,1,0,1
713,0,0,4,4,1,0,2,3,2,0,3,0,1,2,1,1,1,0,0,0,1
714,1,7,2,0,9,0,3,3,2,0,1,3,2,2,1,0,3,0,1,0,2
715,3,5,4,1,9,4,4,0,2,0,3,2,9,2,1,1,2,0,0,0,1
716,3,5,4,4,6,4,4,2,2,0,1,2,7,2,1,1,2,1,1,0,1
717,3,3,2,4,3,0,2,3,2,0,1,3,4,2,2,0,3,0,1,0,1
718,2,4,4,4,6,4,2,2,2,0,1,2,4,2,1,1,2,0,1,0,1
719,1,4,0,1,8,1,4,2,3,0,3,2,4,0,1,1,2,0,1,0,1
720,2,0,0,4,2,0,1,3,2,0,1,2,5,2,1,1,3,0,1,0,2
721,1,0,1,7,0,3,1,3,1,0,1,1,1,0,0,0,2,1,0,0,2
722,0,1,2,0,1,0,2,3,1,0,1,0,1,2,1,0,1,0,0,0,2
723,1,0,2,4,0,2,2,3,1,0,2,0,9,2,1,0,1,0,0,0,1
724,3,5,2,0,5,0,2,2,1,0,2,0,0,2,0,0,2,0,0,0,2
725,3,0,4,0,0,3,2,1,1,0,1,0,7,0,1,1,1,0,0,0,1
726,3,2,4,4,2,2,2,1,3,0,1,1,8,2,1,1,1,0,0,0,1
727,0,3,2,4,3,0,2,3,1,0,3,2,1,0,0,1,2,0,0,0,2
728,1,7,1,9,8,0,4,3,1,0,2,3,9,2,0,0,2,0,0,0,2
729,2,4,4,9,2,3,2,1,0,0,3,0,5,2,1,1,2,0,1,0,1
730,1,4,3,4,8,0,1,0,2,0,1,2,4,2,1,0,2,0,0,0,1
731,0,4,2,4,4,0,2,1,2,0,3,0,0,2,0,0,1,1,0,0,2
732,1,0,2,4,0,0,3,3,1,2,1,0,7,2,1,0,1,0,0,0,1
733,3,4,2,1,5,3,2,1,1,0,3,2,2,2,0,0,2,0,1,0,1
734,3,0,4,0,6,0,3,0,1,0,0,0,6,2,1,0,2,1,0,0,1
735,1,6,1,5,7,4,1,2,1,0,1,3,3,0,1,0,0,0,0,0,1
736,1,4,2,1,9,0,2,0,1,0,3,2,0,2,0,1,3,0,0,0,2
737,0,3,2,0,7,1,2,2,2,0,3,2,5,2,1,0,1,1,1,0,1
738,3,0,4,0,8,0,3,0,2,0,2,3,7,2,1,1,3,1,1,0,1
739,1,5,0,9,7,1,2,3,1,0,3,2,1,2,0,1,1,0,0,0,2
740,0,4,1,0,5,1,3,1,2,0,2,2,4,0,1,0,2,0,0,0,1
741,1,1,1,4,1,0,2,3,2,0,3,0,0,1,1,0,1,0,0,0,1
742,3,4,2,4,6,4,4,3,2,0,2,1,7,2,1,0,2,0,1,0,1
743,0,4,1,3,5,2,2,3,2,0,3,0,0,1,1,0,2,0,1,0,1
744,0,7,4,3,9,4,3,3,2,0,3,1,3,2,1,1,3,0,1,0,1
745,0,2,4,9,3,0,1,2,2,0,0,1,2,0,1,1,1,0,0,0,1
746,0,2,2,0,5,0,0,0,1,0,3,2,0,2,0,0,2,0,0,0,1
747,0,1,2,0,2,0,1,2,1,0,0,0,6,2,1,0,1,0,0,0,2
748,3,4,2,1,8,4,2,0,2,0,2,2,1,2,1,0,2,0,0,0,1
749,3,2,2,1,6,0,3,1,2,0,1,2,4,2,1,0,2,0,0,0,1
750,0,0,2,3,0,0,4,1,1,0,0,1,8,0,1,0,2,0,1,0,1
751,0,3,2,0,1,0,1,0,1,0,1,2,0,2,1,0,1,0,0,0,2
752,1,1,2,9,0,1,3,1,1,0,3,0,0,2,0,0,1,0,0,0,1
753,3,5,4,4,8,0,3,3,1,0,1,2,1,2,1,1,2,0,0,0,1
754,3,1,3,6,3,3,4,3,2,0,3,3,9,2,2,1,2,1,0,0,2
755,0,4,2,0,2,4,3,3,1,0,3,3,4,2,0,0,2,0,0,0,2
756,2,0,4,0,2,0,2,0,2,0,0,0,9,2,1,2,0,1,0,1,1
757,2,2,4,4,2,4,2,2,2,0,3,3,6,2,2,1,2,0,1,0,2
758,3,4,2,0,2,0,2,1,2,2,1,0,4,2,1,0,2,0,1,0,1
759,0,1,4,0,0,0,4,3,2,0,2,1,5,2,1,1,2,0,0,0,2
760,3,2,4,0,8,4,4,0,1,0,3,2,9,2,1,0,2,0,1,0,1
761,0,3,4,3,4,0,2,3,1,0,3,0,1,2,0,1,2,0,0,0,2
762,0,1,2,4,4,0,2,3,2,0,2,1,1,2,1,0,1,0,0,0,1
763,3,4,4,0,9,4,4,3,2,0,3,3,3,2,2,0,3,0,1,0,2
764,3,4,4,0,5,1,3,3,3,0,2,1,2,2,1,1,2,0,1,0,1
765,1,1,2,4,1,0,4,2,3,2,2,0,7,0,1,1,1,0,0,0,1
766,0,5,2,3,6,0,1,1,0,0,3,1,4,2,1,0,1,0,0,0,2
767,3,1,2,1,6,4,1,0,1,0,3,0,4,2,0,0,2,0,0,0,1
768,1,1,4,3,7,0,4,0,2,0,3,2,2,2,0,2,2,0,1,0,1
769,3,1,4,4,3,0,4,1,2,0,3,0,9,2,1,1,1,0,1,0,1
770,0,4,2,1,5,4,4,1,1,0,3,0,1,2,0,0,2,0,0,0,1
771,0,6,4,7,9,0,2,2,1,0,1,3,1,2,1,1,3,0,1,0,2
772,3,4,4,1,6,0,4,0,2,0,3,2,5,2,1,0,3,0,1,0,1
773,3,4,4,4,4,1,4,3,2,0,3,1,8,0,1,1,2,0,0,0,1
774,2,1,4,0,3,2,0,1,2,0,3,3,9,0,2,2,0,0,0,0,1
775,0,4,2,0,2,4,2,3,1,0,3,0,1,2,0,0,2,0,0,0,2
776,3,6,4,0,6,0,3,3,2,0,3,2,6,2,1,1,2,0,1,0,1
777,0,3,2,4,6,0,3,3,1,2,0,0,1,2,1,0,2,0,0,0,1
778,3,6,4,1,8,3,4,3,2,0,1,2,6,2,1,1,3,0,1,0,1
779,1,3,2,6,7,0,0,1,1,0,3,2,9,2,1,0,2,0,1,0,1
780,1,7,4,4,8,0,3,1,2,2,1,0,1,2,1,1,2,0,0,0,2
781,3,4,4,0,4,3,4,3,2,0,3,0,9,2,1,0,2,0,1,0,1
782,1,1,0,8,2,0,2,1,2,0,1,0,4,2,1,0,1,0,1,0,1
783,1,1,2,0,0,1,1,3,1,0,1,1,0,0,1,0,1,0,0,0,2
784,1,4,2,1,8,4,0,0,0,0,3,0,9,2,1,0,3,0,1,0,1
785,1,3,2,9,4,3,2,3,2,0,1,1,5,2,1,0,1,0,1,0,1
786,3,4,2,4,5,2,4,2,2,0,3,2,7,2,1,0,2,0,0,0,1
787,3,7,4,1,5,4,4,3,2,0,2,2,6,2,1,1,2,1,1,0,1
788,1,7,3,7,8,0,4,3,2,0,3,3,8,2,2,0,2,0,0,0,2
789,0,7,4,7,8,0,2,3,2,0,2,3,2,0,1,0,2,0,1,0,2
790,1,4,2,9,1,0,4,1,1,0,3,1,6,2,1,0,2,1,0,0,2
791,3,4,2,1,8,4,4,2,2,0,3,2,7,2,1,0,3,1,1,0,1
792,3,0,4,3,1,4,2,0,3,0,1,1,2,2,1,1,2,0,0,0,1
793,2,4,2,3,6,0,4,2,0,0,3,3,8,2,2,0,2,0,0,0,1
794,3,4,2,3,6,2,4,3,2,0,2,3,4,2,0,0,2,0,1,0,1
795,3,0,2,3,4,1,1,1,1,0,3,1,0,2,0,0,2,0,0,0,1
796,0,3,2,1,9,4,4,0,2,0,3,1,8,2,2,0,2,1,1,0,2
797,3,1,4,3,1,0,1,1,1,0,3,1,0,2,0,1,1,0,0,0,1
798,3,4,3,0,0,4,4,3,3,0,3,2,9,2,1,1,2,0,1,0,1
799,1,0,2,0,3,4,1,3,2,0,1,0,5,2,1,0,0,0,0,0,1
800,3,4,4,7,3,0,4,3,2,0,3,3,9,2,2,1,2,1,0,0,1
801,1,3,4,4,3,0,4,2,1,2,3,0,8,0,0,1,1,0,1,0,1
802,0,4,4,3,7,0,4,0,1,0,3,1,1,2,1,1,2,0,0,0,1
803,3,1,4,4,1,4,4,3,2,0,3,2,5,2,1,1,2,0,0,0,1
804,1,1,2,0,9,4,0,0,1,0,1,0,1,2,0,0,0,0,0,0,1
805,0,6,2,0,9,0,3,1,2,0,0,2,1,2,1,0,2,0,1,0,2
806,1,0,2,4,0,0,1,2,3,0,2,0,1,2,1,0,1,0,0,1,1
807,3,1,4,4,0,4,4,3,2,0,3,0,9,2,1,3,2,0,0,0,1
808,1,7,1,1,9,0,0,0,2,0,1,3,9,0,2,0,3,0,1,0,1
809,1,2,0,0,3,0,1,1,1,0,0,0,1,2,0,1,0,0,0,0,2
810,1,0,2,9,0,0,1,2,3,0,1,0,1,2,1,0,2,0,1,0,1
811,1,0,2,4,0,0,3,2,3,2,2,0,2,0,1,0,1,0,0,0,1
812,0,6,4,1,9,0,3,3,2,0,3,2,1,2,1,1,2,0,1,0,2
813,0,7,2,5,6,0,2,2,2,0,3,2,9,2,1,0,2,0,0,0,2
814,0,7,2,0,7,0,3,3,2,0,3,3,8,2,2,0,2,1,0,0,2
815,1,6,3,0,9,0,2,1,1,0,1,1,9,2,0,0,2,0,0,0,1
816,3,0,2,5,2,2,2,0,0,0,3,0,9,2,1,0,2,0,0,0,1
817,3,0,4,4,3,0,3,0,1,0,1,2,1,2,0,1,2,0,1,0,1
818,0,6,2,2,9,0,0,1,0,1,2,2,7,2,1,0,3,0,0,0,1
819,0,3,2,4,2,0,2,3,3,0,2,0,1,0,1,0,2,0,0,0,2
820,3,1,2,0,1,0,2,2,3,0,1,0,2,2,1,1,2,0,1,0,1
821,2,1,2,4,6,0,2,2,3,0,0,2,1,2,1,0,2,0,0,0,1
822,0,6,2,3,5,0,4,1,2,0,1,1,7,0,1,0,2,1,0,0,2
823,0,0,4,0,0,0,4,3,2,0,3,0,8,2,1,1,1,0,0,0,1
824,3,3,4,3,7,0,1,2,0,0,1,2,5,2,1,1,3,0,1,0,1
825,0,4,4,0,3,0,4,3,3,0,2,2,3,2,1,1,2,0,1,0,1
826,0,3,4,0,7,0,4,0,1,0,3,0,4,0,0,2,2,0,1,0,2
827,3,3,0,9,7,0,2,1,2,0,1,2,5,1,1,1,2,1,0,0,2
828,0,6,2,1,9,4,4,2,2,0,3,3,8,2,2,0,2,0,0,0,2
829,1,7,3,9,8,4,2,3,2,0,3,3,6,2,2,0,2,1,1,0,1
830,3,4,3,9,5,2,2,3,2,0,1,2,7,2,1,1,2,1,1,0,1
831,0,3,2,0,1,0,1,3,1,0,2,2,0,2,0,0,2,0,1,0,2
832,0,7,0,9,9,0,4,1,2,0,3,2,3,2,0,1,2,0,0,0,2
833,1,4,2,4,8,4,4,1,1,0,3,2,7,2,1,0,2,0,1,0,1
834,2,2,2,4,5,0,1,1,1,0,2,0,1,2,1,0,1,0,0,0,2
835,0,1,0,0,1,0,2,3,2,0,3,2,8,0,1,1,2,0,0,0,2
836,3,1,2,4,0,4,2,3,1,0,1,2,0,2,1,0,2,0,0,0,1
837,3,0,2,3,0,0,1,0,1,0,2,0,0,2,0,0,1,1,0,0,1
838,0,4,4,1,6,0,4,3,2,0,3,1,9,2,1,1,2,0,1,0,1
839,3,4,4,4,5,0,4,3,3,1,2,0,8,2,1,1,2,0,0,0,1
840,0,6,2,3,8,0,3,3,2,0,1,1,3,2,1,0,2,0,0,0,2
841,3,4,3,1,6,0,2,2,2,0,1,0,2,1,1,1,1,0,0,0,1
842,3,3,2,6,4,0,1,3,1,0,3,0,0,2,1,0,2,0,0,0,2
843,3,4,1,9,3,0,3,3,2,0,3,2,8,0,1,0,2,0,1,0,1
844,3,3,2,3,6,0,4,3,2,0,3,1,8,0,1,2,2,1,1,0,1
845,1,4,2,3,7,4,3,1,2,0,2,2,5,2,1,0,2,0,1,0,1
846,3,3,2,0,8,4,2,1,2,0,3,2,9,2,0,1,2,0,0,0,2
847,3,4,2,0,1,0,1,3,3,0,1,0,2,2,1,0,2,0,0,0,1
848,0,0,2,4,2,0,3,2,2,0,3,0,9,2,1,0,2,0,0,0,1
849,0,1,2,4,0,0,4,3,2,0,3,0,9,1,1,0,1,0,0,0,2
850,0,4,4,0,4,0,2,3,3,2,1,1,4,0,0,1,2,0,0,1,2
851,3,4,4,1,7,4,3,2,2,0,3,1,7,2,1,1,2,0,1,0,1
852,3,2,4,4,2,0,2,3,2,0,3,3,5,2,2,1,2,0,1,0,1
853,0,3,1,0,2,0,3,3,2,0,3,3,4,2,2,1,1,1,0,0,2
854,3,6,3,0,9,0,4,1,2,0,1,2,7,2,1,1,2,1,1,0,1
855,3,4,2,0,2,1,1,3,3,0,2,0,4,2,1,0,2,0,1,0,1
856,3,1,2,8,0,4,3,3,1,0,2,1,7,2,1,0,2,0,1,0,1
857,3,2,4,3,6,0,2,3,2,0,1,3,2,2,2,0,2,0,1,0,1
858,0,2,2,0,7,0,2,2,1,0,1,1,3,2,1,0,2,0,1,0,2
859,3,0,2,0,6,1,2,0,2,2,1,0,1,2,0,0,2,1,0,1,1
860,3,4,4,1,8,3,2,3,2,0,1,0,2,2,1,1,2,0,0,0,1
861,3,3,3,9,4,0,2,3,3,0,1,2,2,2,1,0,2,0,1,0,2
862,0,4,2,4,5,0,1,3,1,0,3,0,5,2,1,0,2,0,1,0,2
863,3,5,4,3,7,3,1,3,2,0,1,0,4,1,1,1,1,1,1,0,1
864,3,1,2,3,4,0,2,1,2,0,1,0,1,0,0,0,1,0,0,0,2
865,3,2,2,3,4,2,2,1,1,0,3,2,0,2,0,0,2,0,0,0,1
866,0,3,2,4,5,0,1,3,1,0,0,2,2,1,1,0,2,0,0,0,1
867,3,1,4,3,6,0,4,1,2,0,3,1,7,1,1,0,2,0,0,0,1
868,3,6,2,9,9,4,4,2,2,0,1,1,6,2,1,1,2,0,0,0,1
869,0,1,2,3,0,0,4,3,1,0,3,1,1,2,0,0,2,0,0,0,1
870,3,6,3,3,9,2,3,1,1,0,3,2,7,2,1,1,2,0,1,0,1
871,2,0,4,0,2,0,4,0,2,0,3,0,8,2,1,1,2,1,0,1,1
872,0,4,4,9,2,1,3,3,2,0,0,0,1,2,1,1,2,0,1,0,1
873,3,2,2,5,0,4,1,3,1,0,0,0,1,2,1,0,2,0,0,0,1
874,0,1,2,3,6,0,2,1,2,1,1,1,3,2,1,0,1,1,0,0,1
875,1,1,4,0,2,3,2,3,1,0,3,2,7,2,1,1,2,0,0,0,1
876,0,3,1,4,4,0,1,2,2,1,3,3,5,0,2,0,3,0,1,0,1
877,3,6,2,4,7,0,4,3,2,0,1,2,2,2,1,0,2,0,0,0,1
878,0,0,2,0,2,0,1,2,2,0,1,3,2,2,2,0,3,0,1,0,2
879,3,5,4,4,8,4,3,1,2,0,2,1,5,2,1,1,2,0,0,0,1
880,3,4,2,1,9,0,3,2,2,0,2,2,6,2,1,0,3,0,1,0,1
881,3,4,2,1,9,4,2,1,0,0,3,3,8,2,2,0,2,0,1,0,1
882,1,5,4,0,4,4,4,3,2,0,3,0,5,2,1,1,2,0,0,0,1
883,3,3,4,4,1,0,0,3,1,0,3,2,9,2,1,1,0,0,0,0,1
884,1,4,2,3,7,0,3,2,0,0,2,2,7,2,1,0,2,0,1,0,2
885,0,1,2,7,0,0,1,3,1,0,3,1,9,2,1,0,2,0,0,0,2
886,1,4,4,9,5,4,3,3,2,0,2,3,5,2,1,1,2,1,1,0,1
887,1,7,2,9,9,0,2,1,2,0,1,2,0,2,1,0,2,0,1,0,2
888,3,6,4,0,8,0,4,3,2,0,3,2,5,2,1,1,3,0,1,0,1
889,3,5,1,1,9,4,1,2,2,2,3,0,7,0,0,1,2,1,1,0,1
890,0,5,4,9,5,0,4,3,2,0,3,2,7,1,1,3,3,1,1,0,1
891,3,2,4,4,3,0,4,3,2,0,3,2,8,2,1,1,2,0,1,0,1
892,0,1,4,0,4,0,2,3,2,0,3,1,6,0,1,1,1,0,0,1,1
893,1,6,4,1,8,0,2,2,2,0,3,2,5,2,1,1,2,0,1,0,1
894,3,3,4,4,1,4,2,3,2,0,2,1,3,2,1,1,2,0,1,0,1
895,3,6,3,1,9,4,3,2,2,0,1,2,4,1,1,0,3,1,1,0,1
896,0,4,2,4,5,0,1,3,1,0,3,1,2,2,0,0,3,0,1,0,1
897,3,1,4,3,3,3,3,2,1,0,1,1,5,2,1,0,2,0,0,1,1
898,3,2,2,3,4,4,3,0,1,0,3,0,4,0,0,0,1,0,0,0,1
899,0,3,2,3,7,0,2,1,2,1,2,2,7,2,1,0,2,0,0,0,2
900,0,3,4,0,5,0,4,1,2,2,3,1,7,0,0,0,2,0,1,0,2
901,3,4,4,0,6,4,1,1,0,0,3,0,7,2,1,1,2,0,1,0,1
902,3,6,4,1,9,4,4,1,2,0,3,3,7,2,2,1,2,0,0,0,1
903,3,2,2,4,2,4,2,3,3,0,1,0,7,2,0,0,2,0,1,0,1
904,3,4,2,4,2,0,4,3,2,0,0,0,5,2,1,0,3,0,1,0,1
905,0,1,2,4,1,0,2,1,2,0,1,0,0,2,0,0,3,1,1,0,1
906,0,4,2,0,7,4,3,1,2,1,1,0,1,2,1,0,1,0,0,1,1
907,1,6,2,7,7,4,2,1,3,0,1,2,2,2,1,0,2,0,0,0,1
908,3,2,3,1,7,0,1,0,1,0,1,1,8,2,1,1,1,0,0,0,1
909,1,0,2,0,6,4,2,0,1,0,1,0,4,2,1,0,1,0,0,0,1
910,3,6,3,4,7,0,2,3,1,0,3,0,5,2,1,1,2,0,0,0,1
911,1,4,4,3,8,0,1,1,1,0,3,2,1,0,1,0,1,0,0,0,2
912,1,5,2,4,6,4,4,1,1,0,3,2,1,2,1,0,2,0,0,0,1
913,3,1,2,9,4,3,4,0,0,0,1,0,2,2,1,0,2,0,1,0,1
914,0,4,1,9,6,0,2,3,2,0,1,1,4,2,0,0,2,0,1,0,2
915,1,7,0,2,9,0,2,0,1,0,1,1,4,0,1,0,3,0,1,1,2
916,3,1,2,1,5,1,2,0,2,1,1,0,4,2,1,0,2,1,0,0,1
917,0,0,2,0,9,0,4,0,2,0,3,3,9,0,1,0,3,0,1,0,2
918,0,4,2,3,5,1,0,0,0,0,0,1,4,2,1,0,2,0,0,0,2
919,0,4,2,3,6,0,4,3,2,0,1,1,6,2,0,0,3,0,1,0,2
920,3,3,4,3,3,0,2,3,1,0,1,3,2,2,1,1,2,0,0,0,1
921,3,7,3,4,9,2,3,3,2,0,0,2,6,2,1,0,3,0,1,0,1
922,0,0,2,4,2,0,1,2,1,0,3,1,0,2,0,0,2,0,0,0,2
923,1,1,2,0,4,0,3,2,2,0,3,1,3,2,0,0,2,1,1,0,1
924,0,4,1,3,8,0,1,1,0,0,0,1,9,0,1,0,2,0,1,0,2
925,0,1,1,0,0,0,1,3,2,0,1,2,8,0,1,1,2,0,1,0,2
926,0,3,4,3,1,0,1,3,1,0,3,1,0,2,0,0,2,0,0,0,1
927,0,7,2,1,9,0,3,3,2,0,3,3,6,1,2,2,2,1,1,0,2
928,3,5,2,4,3,4,4,3,2,0,3,2,9,2,1,0,2,0,1,0,1
929,0,1,3,0,2,0,2,3,2,0,1,0,7,2,1,1,1,1,0,0,1
930,0,4,2,3,3,0,1,3,2,1,0,1,1,2,1,0,1,0,0,1,1
931,1,0,2,4,3,0,1,3,1,0,1,2,0,2,1,0,2,0,1,0,2
932,3,0,4,0,1,0,2,2,2,0,0,0,3,2,1,1,2,0,0,0,1
933,3,1,4,4,0,2,4,3,2,0,3,1,7,2,1,1,2,1,1,0,1
934,0,1,2,4,3,0,2,3,1,0,0,2,0,0,1,0,2,0,0,0,1
935,1,5,3,4,4,1,1,3,2,0,2,3,3,1,1,1,3,0,0,0,2
936,2,0,2,4,0,0,2,2,1,0,1,0,2,2,1,0,1,0,0,0,2
937,1,0,2,4,4,0,1,3,3,0,2,2,3,2,0,0,3,0,1,0,1
938,1,7,2,7,8,0,2,3,2,0,3,3,7,2,2,0,2,0,0,0,2
939,3,4,4,1,8,4,2,1,2,0,3,1,8,2,1,1,3,1,1,0,1
940,3,1,2,0,6,4,1,1,2,0,2,1,7,2,1,0,3,1,1,0,1
941,3,1,2,0,3,0,2,2,2,0,1,0,4,2,1,0,1,1,0,1,1
942,3,4,2,3,0,4,3,3,2,0,1,2,4,1,1,0,2,0,1,0,1
