,account_balance,duration,credit_history,purpose,credit_amount,savings_bond_value,employed_since,intallment_rate,sex_marital,guarantor,residence_since,property,age,other_installment_plans,type_of_housing,nr_of_existing_credits,job,number_of_dependents,telephone,foreign,target,content
513,A12,A21,A33,A43,A50,A61,A73,A84,A94,A102,A114,A121,A130,A143,A151,A162,A173,A181,A191,A201,__label__1,__label__1 A12 A21 A33 A43 A50 A61 A73 A84 A94 A102 A114 A121 A130 A143 A151 A162 A173 A181 A191 A201
514,A14,A24,A32,A40,A54,A65,A72,A84,A93,A101,A111,A122,A139,A143,A152,A161,A173,A181,A191,A201,__label__1,__label__1 A14 A24 A32 A40 A54 A65 A72 A84 A93 A101 A111 A122 A139 A143 A152 A161 A173 A181 A191 A201
515,A11,A20,A34,A40,A50,A61,A74,A84,A92,A101,A113,A122,A136,A143,A152,A162,A173,A181,A191,A202,__label__1,__label__1 A11 A20 A34 A40 A50 A61 A74 A84 A92 A101 A113 A122 A136 A143 A152 A162 A173 A181 A191 A202
516,A11,A20,A34,A40,A52,A61,A72,A82,A93,A101,A114,A121,A137,A143,A152,A161,A172,A182,A191,A202,__label__1,__label__1 A11 A20 A34 A40 A52 A61 A72 A82 A93 A101 A114 A121 A137 A143 A152 A161 A172 A182 A191 A202
517,A14,A26,A34,A42,A58,A61,A72,A82,A92,A101,A114,A122,A130,A143,A151,A162,A173,A181,A192,A201,__label__2,__label__2 A14 A26 A34 A42 A58 A61 A72 A82 A92 A101 A114 A122 A130 A143 A151 A162 A173 A181 A192 A201
518,A11,A20,A32,A40,A51,A62,A75,A83,A93,A101,A112,A122,A137,A143,A152,A161,A173,A181,A192,A201,__label__1,__label__1 A11 A20 A32 A40 A51 A62 A75 A83 A93 A101 A112 A122 A137 A143 A152 A161 A173 A181 A192 A201
519,A14,A20,A34,A43,A50,A65,A75,A84,A93,A101,A114,A124,A135,A143,A153,A162,A173,A181,A191,A201,__label__1,__label__1 A14 A20 A34 A43 A50 A65 A75 A84 A93 A101 A114 A124 A135 A143 A153 A162 A173 A181 A191 A201
520,A14,A24,A34,A45,A58,A61,A75,A83,A93,A101,A114,A124,A137,A143,A153,A162,A173,A181,A191,A201,__label__1,__label__1 A14 A24 A34 A45 A58 A61 A75 A83 A93 A101 A114 A124 A137 A143 A153 A162 A173 A181 A191 A201
521,A11,A23,A32,A43,A56,A61,A73,A82,A92,A101,A112,A121,A131,A143,A152,A161,A173,A181,A191,A201,__label__2,__label__2 A11 A23 A32 A43 A56 A61 A73 A82 A92 A101 A112 A121 A131 A143 A152 A161 A173 A181 A191 A201
522,A11,A27,A30,A42,A58,A61,A73,A83,A93,A101,A114,A124,A139,A143,A153,A162,A173,A182,A191,A201,__label__2,__label__2 A11 A27 A30 A42 A58 A61 A73 A83 A93 A101 A114 A124 A139 A143 A153 A162 A173 A182 A191 A201
523,A14,A24,A32,A41,A56,A62,A74,A83,A92,A101,A114,A123,A130,A143,A152,A161,A173,A181,A191,A201,__label__1,__label__1 A14 A24 A32 A41 A56 A62 A74 A83 A92 A101 A114 A123 A130 A143 A152 A161 A173 A181 A191 A201
524,A12,A23,A32,A43,A51,A61,A73,A84,A92,A103,A114,A121,A131,A143,A152,A161,A172,A182,A191,A201,__label__1,__label__1 A12 A23 A32 A43 A51 A61 A73 A84 A92 A103 A114 A121 A131 A143 A152 A161 A172 A182 A191 A201
525,A12,A25,A32,A41,A59,A61,A72,A82,A93,A101,A113,A123,A133,A143,A152,A162,A173,A181,A191,A201,__label__1,__label__1 A12 A25 A32 A41 A59 A61 A72 A82 A93 A101 A113 A123 A133 A143 A152 A162 A173 A181 A191 A201
526,A14,A22,A34,A46,A53,A62,A73,A84,A92,A101,A113,A123,A134,A143,A152,A161,A173,A181,A191,A201,__label__1,__label__1 A14 A22 A34 A46 A53 A62 A73 A84 A92 A101 A113 A123 A134 A143 A152 A161 A173 A181 A191 A201
527,A14,A20,A34,A43,A53,A61,A74,A82,A93,A101,A111,A121,A137,A143,A152,A162,A172,A182,A191,A201,__label__1,__label__1 A14 A20 A34 A43 A53 A61 A74 A82 A93 A101 A111 A121 A137 A143 A152 A162 A172 A182 A191 A201
528,A11,A26,A32,A43,A54,A61,A73,A84,A91,A101,A114,A123,A134,A143,A151,A161,A173,A181,A191,A201,__label__2,__label__2 A11 A26 A32 A43 A54 A61 A73 A84 A91 A101 A114 A123 A134 A143 A151 A161 A173 A181 A191 A201
529,A11,A20,A32,A40,A50,A61,A72,A83,A93,A101,A114,A121,A137,A143,A152,A161,A172,A182,A192,A201,__label__1,__label__1 A11 A20 A32 A40 A50 A61 A72 A83 A93 A101 A114 A121 A137 A143 A152 A161 A172 A182 A192 A201
530,A12,A26,A32,A46,A54,A61,A74,A83,A93,A101,A111,A123,A134,A143,A152,A162,A173,A182,A191,A201,__label__1,__label__1 A12 A26 A32 A46 A54 A61 A74 A83 A93 A101 A111 A123 A134 A143 A152 A162 A173 A182 A191 A201
531,A12,A22,A32,A40,A55,A62,A73,A82,A92,A101,A114,A123,A132,A143,A151,A162,A173,A181,A192,A201,__label__2,__label__2 A12 A22 A32 A40 A55 A62 A73 A82 A92 A101 A114 A123 A132 A143 A151 A162 A173 A181 A192 A201
532,A14,A21,A33,A41,A53,A61,A73,A84,A94,A101,A114,A121,A137,A143,A151,A161,A173,A181,A191,A201,__label__1,__label__1 A14 A21 A33 A41 A53 A61 A73 A84 A94 A101 A114 A121 A137 A143 A151 A161 A173 A181 A191 A201
533,A14,A24,A32,A43,A52,A62,A74,A84,A94,A101,A113,A122,A131,A143,A152,A161,A173,A181,A192,A201,__label__1,__label__1 A14 A24 A32 A43 A52 A62 A74 A84 A94 A101 A113 A122 A131 A143 A152 A161 A173 A181 A192 A201
534,A14,A24,A32,A43,A56,A65,A72,A84,A93,A101,A112,A123,A131,A143,A152,A162,A173,A181,A191,A201,__label__1,__label__1 A14 A24 A32 A43 A56 A65 A72 A84 A93 A101 A112 A123 A131 A143 A152 A162 A173 A181 A191 A201
535,A13,A24,A34,A46,A54,A61,A72,A82,A91,A101,A111,A123,A134,A143,A151,A161,A173,A181,A191,A201,__label__2,__label__2 A13 A24 A34 A46 A54 A61 A72 A82 A91 A101 A111 A123 A134 A143 A151 A161 A173 A181 A191 A201
536,A11,A20,A32,A40,A52,A65,A71,A84,A92,A101,A113,A122,A139,A143,A152,A161,A174,A181,A192,A201,__label__1,__label__1 A11 A20 A32 A40 A52 A65 A71 A84 A92 A101 A113 A122 A139 A143 A152 A161 A174 A181 A192 A201
537,A12,A23,A34,A42,A57,A61,A75,A83,A92,A101,A114,A122,A136,A143,A152,A161,A173,A181,A192,A201,__label__1,__label__1 A12 A23 A34 A42 A57 A61 A75 A83 A92 A101 A114 A122 A136 A143 A152 A161 A173 A181 A192 A201
538,A11,A27,A32,A40,A59,A61,A75,A84,A93,A101,A114,A124,A137,A141,A153,A161,A174,A181,A191,A201,__label__2,__label__2 A11 A27 A32 A40 A59 A61 A75 A84 A93 A101 A114 A124 A137 A141 A153 A161 A174 A181 A191 A201
539,A13,A23,A32,A42,A56,A61,A72,A81,A92,A101,A111,A122,A137,A142,A152,A161,A172,A181,A191,A201,__label__1,__label__1 A13 A23 A32 A42 A56 A61 A72 A81 A92 A101 A111 A122 A137 A142 A152 A161 A172 A181 A191 A201
540,A12,A21,A32,A43,A53,A61,A72,A81,A94,A101,A111,A121,A130,A143,A151,A161,A173,A181,A191,A201,__label__2,__label__2 A12 A21 A32 A43 A53 A61 A72 A81 A94 A101 A111 A121 A130 A143 A151 A161 A173 A181 A191 A201
541,A14,A24,A33,A40,A54,A61,A75,A84,A93,A101,A114,A124,A139,A143,A153,A162,A173,A181,A192,A201,__label__1,__label__1 A14 A24 A33 A40 A54 A61 A75 A84 A93 A101 A114 A124 A139 A143 A153 A162 A173 A181 A192 A201
542,A11,A25,A32,A42,A58,A65,A75,A84,A93,A101,A114,A122,A134,A143,A152,A161,A173,A181,A191,A201,__label__2,__label__2 A11 A25 A32 A42 A58 A65 A75 A84 A93 A101 A114 A122 A134 A143 A152 A161 A173 A181 A191 A201
543,A13,A23,A32,A42,A56,A61,A73,A82,A93,A101,A111,A121,A135,A143,A152,A161,A172,A182,A191,A201,__label__2,__label__2 A13 A23 A32 A42 A56 A61 A73 A82 A93 A101 A111 A121 A135 A143 A152 A161 A172 A182 A191 A201
544,A14,A21,A34,A40,A51,A61,A75,A84,A93,A101,A114,A121,A139,A143,A152,A162,A172,A181,A191,A201,__label__1,__label__1 A14 A21 A34 A40 A51 A61 A75 A84 A93 A101 A114 A121 A139 A143 A152 A162 A172 A181 A191 A201
545,A11,A24,A33,A40,A52,A61,A71,A84,A93,A101,A112,A121,A137,A143,A153,A162,A173,A182,A191,A201,__label__2,__label__2 A11 A24 A33 A40 A52 A61 A71 A84 A93 A101 A112 A121 A137 A143 A153 A162 A173 A182 A191 A201
546,A14,A24,A34,A40,A54,A61,A73,A84,A92,A101,A114,A123,A136,A143,A152,A161,A173,A181,A192,A201,__label__1,__label__1 A14 A24 A34 A40 A54 A61 A73 A84 A92 A101 A114 A123 A136 A143 A152 A161 A173 A181 A192 A201
547,A14,A24,A32,A43,A53,A61,A74,A83,A93,A101,A111,A123,A134,A141,A152,A161,A173,A182,A191,A201,__label__1,__label__1 A14 A24 A32 A43 A53 A61 A74 A83 A93 A101 A111 A123 A134 A141 A152 A161 A173 A182 A191 A201
548,A11,A21,A31,A43,A50,A61,A73,A84,A92,A101,A114,A121,A131,A141,A152,A161,A172,A181,A191,A201,__label__2,__label__2 A11 A21 A31 A43 A50 A61 A73 A84 A92 A101 A114 A121 A131 A141 A152 A161 A172 A181 A191 A201
549,A14,A27,A34,A41,A59,A65,A74,A82,A93,A101,A111,A124,A135,A143,A153,A162,A173,A181,A192,A201,__label__1,__label__1 A14 A27 A34 A41 A59 A65 A74 A82 A93 A101 A111 A124 A135 A143 A153 A162 A173 A181 A192 A201
550,A14,A21,A34,A45,A51,A65,A74,A84,A92,A101,A114,A121,A130,A143,A152,A162,A173,A181,A191,A201,__label__1,__label__1 A14 A21 A34 A45 A51 A65 A74 A84 A92 A101 A114 A121 A130 A143 A152 A162 A173 A181 A191 A201
551,A14,A20,A31,A43,A53,A63,A75,A82,A93,A101,A114,A122,A137,A141,A152,A161,A172,A182,A191,A201,__label__1,__label__1 A14 A20 A31 A43 A53 A63 A75 A82 A93 A101 A114 A122 A137 A141 A152 A161 A172 A182 A191 A201
552,A11,A27,A32,A43,A58,A61,A74,A81,A94,A103,A111,A121,A135,A143,A152,A162,A173,A181,A192,A201,__label__2,__label__2 A11 A27 A32 A43 A58 A61 A74 A81 A94 A103 A111 A121 A135 A143 A152 A162 A173 A181 A192 A201
553,A12,A21,A34,A40,A54,A62,A72,A84,A93,A101,A111,A123,A132,A143,A152,A161,A173,A181,A191,A201,__label__1,__label__1 A12 A21 A34 A40 A54 A62 A72 A84 A93 A101 A111 A123 A132 A143 A152 A161 A173 A181 A191 A201
554,A12,A20,A32,A46,A51,A61,A74,A84,A92,A101,A114,A122,A139,A143,A152,A162,A174,A181,A192,A201,__label__1,__label__1 A12 A20 A32 A46 A51 A61 A74 A84 A92 A101 A114 A122 A139 A143 A152 A162 A174 A181 A192 A201
555,A12,A21,A32,A43,A52,A61,A72,A82,A93,A101,A111,A123,A130,A142,A152,A161,A173,A181,A191,A201,__label__2,__label__2 A12 A21 A32 A43 A52 A61 A72 A82 A93 A101 A111 A123 A130 A142 A152 A161 A173 A181 A191 A201
556,A12,A23,A30,A40,A54,A62,A72,A83,A92,A101,A113,A123,A132,A143,A152,A162,A173,A181,A191,A201,__label__2,__label__2 A12 A23 A30 A40 A54 A62 A72 A83 A92 A101 A113 A123 A132 A143 A152 A162 A173 A181 A191 A201
557,A14,A24,A30,A40,A58,A65,A73,A81,A92,A101,A114,A122,A133,A141,A152,A162,A173,A181,A192,A201,__label__2,__label__2 A14 A24 A30 A40 A58 A65 A73 A81 A92 A101 A114 A122 A133 A141 A152 A162 A173 A181 A192 A201
558,A11,A24,A31,A42,A56,A61,A74,A83,A93,A101,A114,A123,A132,A141,A152,A161,A173,A181,A191,A201,__label__2,__label__2 A11 A24 A31 A42 A56 A61 A74 A83 A93 A101 A114 A123 A132 A141 A152 A161 A173 A181 A191 A201
559,A12,A23,A34,A42,A54,A61,A72,A82,A93,A101,A112,A121,A134,A143,A152,A162,A172,A181,A191,A201,__label__2,__label__2 A12 A23 A34 A42 A54 A61 A72 A82 A93 A101 A112 A121 A134 A143 A152 A162 A172 A181 A191 A201
560,A11,A24,A32,A41,A56,A65,A75,A84,A93,A101,A114,A124,A138,A141,A153,A161,A173,A182,A192,A201,__label__1,__label__1 A11 A24 A32 A41 A56 A65 A75 A84 A93 A101 A114 A124 A138 A141 A153 A161 A173 A182 A192 A201
561,A11,A24,A31,A43,A53,A61,A74,A84,A93,A103,A114,A123,A131,A141,A151,A161,A172,A181,A191,A201,__label__2,__label__2 A11 A24 A31 A43 A53 A61 A74 A84 A93 A103 A114 A123 A131 A141 A151 A161 A172 A181 A191 A201
562,A13,A20,A33,A43,A50,A61,A72,A82,A92,A101,A111,A122,A133,A141,A152,A161,A173,A181,A191,A201,__label__1,__label__1 A13 A20 A33 A43 A50 A61 A72 A82 A92 A101 A111 A122 A133 A141 A152 A161 A173 A181 A191 A201
563,A12,A26,A32,A40,A59,A65,A73,A81,A93,A101,A114,A124,A136,A143,A153,A161,A173,A181,A192,A201,__label__2,__label__2 A12 A26 A32 A40 A59 A65 A73 A81 A93 A101 A114 A124 A136 A143 A153 A161 A173 A181 A192 A201
564,A12,A24,A33,A49,A57,A65,A73,A84,A93,A101,A112,A122,A136,A141,A152,A162,A174,A181,A192,A201,__label__1,__label__1 A12 A24 A33 A49 A57 A65 A73 A84 A93 A101 A112 A122 A136 A141 A152 A162 A174 A181 A192 A201
565,A12,A24,A33,A43,A53,A62,A74,A83,A92,A101,A112,A122,A130,A143,A151,A162,A173,A181,A192,A201,__label__1,__label__1 A12 A24 A33 A43 A53 A62 A74 A83 A92 A101 A112 A122 A130 A143 A151 A162 A173 A181 A192 A201
566,A11,A21,A32,A40,A52,A61,A74,A82,A91,A101,A113,A123,A135,A143,A152,A161,A173,A181,A191,A201,__label__2,__label__2 A11 A21 A32 A40 A52 A61 A74 A82 A91 A101 A113 A123 A135 A143 A152 A161 A173 A181 A191 A201
567,A14,A24,A34,A43,A55,A64,A75,A82,A93,A101,A112,A123,A135,A143,A152,A161,A173,A181,A191,A201,__label__1,__label__1 A14 A24 A34 A43 A55 A64 A75 A82 A93 A101 A112 A123 A135 A143 A152 A161 A173 A181 A191 A201
568,A12,A27,A32,A43,A57,A65,A74,A84,A93,A101,A111,A123,A137,A143,A152,A162,A173,A182,A192,A201,__label__1,__label__1 A12 A27 A32 A43 A57 A65 A74 A84 A93 A101 A111 A123 A137 A143 A152 A162 A173 A182 A192 A201
569,A11,A27,A32,A43,A58,A61,A73,A83,A92,A101,A112,A123,A134,A143,A152,A161,A173,A181,A192,A201,__label__2,__label__2 A11 A27 A32 A43 A58 A61 A73 A83 A92 A101 A112 A123 A134 A143 A152 A161 A173 A181 A192 A201
570,A11,A24,A32,A42,A56,A61,A72,A84,A92,A101,A114,A121,A130,A143,A151,A161,A172,A181,A192,A201,__label__2,__label__2 A11 A24 A32 A42 A56 A61 A72 A84 A92 A101 A114 A121 A130 A143 A151 A161 A172 A181 A192 A201
571,A14,A25,A34,A43,A58,A61,A74,A83,A93,A102,A112,A123,A136,A143,A152,A161,A173,A181,A191,A201,__label__1,__label__1 A14 A25 A34 A43 A58 A61 A74 A83 A93 A102 A112 A123 A136 A143 A152 A161 A173 A181 A191 A201
572,A14,A24,A32,A41,A58,A65,A71,A82,A92,A101,A114,A122,A131,A143,A151,A161,A174,A181,A192,A201,__label__1,__label__1 A14 A24 A32 A41 A58 A65 A71 A82 A92 A101 A114 A122 A131 A143 A151 A161 A174 A181 A192 A201
573,A11,A22,A32,A49,A50,A61,A73,A84,A92,A101,A114,A122,A130,A143,A152,A161,A172,A181,A191,A201,__label__1,__label__1 A11 A22 A32 A49 A50 A61 A73 A84 A92 A101 A114 A122 A130 A143 A152 A161 A172 A181 A191 A201
574,A12,A20,A32,A43,A51,A61,A75,A84,A93,A101,A114,A123,A132,A143,A152,A162,A172,A181,A191,A201,__label__1,__label__1 A12 A20 A32 A43 A51 A61 A75 A84 A93 A101 A114 A123 A132 A143 A152 A162 A172 A181 A191 A201
575,A14,A22,A34,A42,A55,A61,A74,A82,A92,A102,A113,A123,A131,A141,A152,A162,A173,A181,A191,A201,__label__1,__label__1 A14 A22 A34 A42 A55 A61 A74 A82 A92 A102 A113 A123 A131 A141 A152 A162 A173 A181 A191 A201
576,A12,A21,A32,A43,A56,A61,A74,A82,A92,A101,A111,A121,A132,A143,A152,A161,A173,A181,A191,A201,__label__1,__label__1 A12 A21 A32 A43 A56 A61 A74 A82 A92 A101 A111 A121 A132 A143 A152 A161 A173 A181 A191 A201
577,A14,A24,A34,A46,A54,A65,A73,A83,A92,A101,A112,A123,A134,A143,A152,A162,A173,A181,A192,A201,__label__1,__label__1 A14 A24 A34 A46 A54 A65 A73 A83 A92 A101 A112 A123 A134 A143 A152 A162 A173 A181 A192 A201
578,A12,A26,A34,A40,A55,A61,A72,A84,A91,A101,A114,A123,A132,A143,A152,A162,A173,A181,A191,A201,__label__2,__label__2 A12 A26 A34 A40 A55 A61 A72 A84 A91 A101 A114 A123 A132 A143 A152 A162 A173 A181 A191 A201
579,A14,A24,A32,A48,A51,A61,A72,A84,A94,A101,A113,A123,A132,A143,A152,A162,A172,A181,A191,A201,__label__1,__label__1 A14 A24 A32 A48 A51 A61 A72 A84 A94 A101 A113 A123 A132 A143 A152 A162 A172 A181 A191 A201
580,A12,A23,A34,A40,A51,A61,A75,A83,A93,A103,A113,A121,A133,A141,A152,A162,A173,A181,A191,A201,__label__2,__label__2 A12 A23 A34 A40 A51 A61 A75 A83 A93 A103 A113 A121 A133 A141 A152 A162 A173 A181 A191 A201
581,A12,A21,A34,A40,A56,A61,A72,A81,A93,A101,A113,A121,A138,A141,A152,A162,A172,A182,A191,A201,__label__1,__label__1 A12 A21 A34 A40 A56 A61 A72 A81 A93 A101 A113 A121 A138 A141 A152 A162 A172 A182 A191 A201
582,A14,A20,A32,A42,A52,A61,A73,A84,A92,A101,A112,A121,A131,A143,A151,A161,A173,A181,A191,A201,__label__1,__label__1 A14 A20 A32 A42 A52 A61 A73 A84 A92 A101 A112 A121 A131 A143 A151 A161 A173 A181 A191 A201
583,A12,A26,A32,A45,A55,A61,A72,A84,A93,A101,A111,A124,A134,A143,A151,A161,A172,A181,A191,A201,__label__2,__label__2 A12 A26 A32 A45 A55 A61 A72 A84 A93 A101 A111 A124 A134 A143 A151 A161 A172 A181 A191 A201
584,A14,A21,A32,A40,A54,A65,A75,A84,A92,A101,A114,A124,A138,A143,A153,A161,A174,A181,A192,A201,__label__1,__label__1 A14 A21 A32 A40 A54 A65 A75 A84 A92 A101 A114 A124 A138 A143 A153 A161 A174 A181 A192 A201
585,A11,A23,A32,A42,A54,A61,A73,A81,A92,A101,A114,A121,A130,A141,A151,A161,A173,A181,A191,A201,__label__2,__label__2 A11 A23 A32 A42 A54 A61 A73 A81 A92 A101 A114 A121 A130 A141 A151 A161 A173 A181 A191 A201
586,A11,A20,A34,A40,A55,A61,A73,A82,A93,A101,A112,A121,A135,A143,A151,A162,A173,A182,A191,A201,__label__1,__label__1 A11 A20 A34 A40 A55 A61 A73 A82 A93 A101 A112 A121 A135 A143 A151 A162 A173 A182 A191 A201
587,A11,A21,A32,A42,A52,A61,A73,A84,A93,A103,A111,A122,A130,A143,A152,A161,A172,A181,A191,A201,__label__1,__label__1 A11 A21 A32 A42 A52 A61 A73 A84 A93 A103 A111 A122 A130 A143 A152 A161 A172 A181 A191 A201
588,A11,A23,A32,A44,A51,A61,A73,A84,A94,A101,A113,A121,A138,A143,A152,A161,A172,A181,A192,A201,__label__2,__label__2 A11 A23 A32 A44 A51 A61 A73 A84 A94 A101 A113 A121 A138 A143 A152 A161 A172 A181 A192 A201
589,A11,A21,A34,A42,A54,A61,A75,A83,A93,A101,A113,A122,A139,A143,A152,A162,A173,A181,A191,A201,__label__2,__label__2 A11 A21 A34 A42 A54 A61 A75 A83 A93 A101 A113 A122 A139 A143 A152 A162 A173 A181 A191 A201
590,A11,A21,A34,A43,A50,A61,A74,A84,A92,A101,A113,A121,A139,A143,A152,A164,A172,A181,A192,A201,__label__1,__label__1 A11 A21 A34 A43 A50 A61 A74 A84 A92 A101 A113 A121 A139 A143 A152 A164 A172 A181 A192 A201
591,A12,A24,A33,A40,A54,A65,A73,A84,A92,A101,A114,A123,A137,A143,A151,A162,A173,A181,A192,A201,__label__1,__label__1 A12 A24 A33 A40 A54 A65 A73 A84 A92 A101 A114 A123 A137 A143 A151 A162 A173 A181 A192 A201
592,A14,A24,A32,A49,A53,A64,A75,A84,A92,A101,A114,A121,A135,A141,A152,A161,A172,A181,A191,A201,__label__1,__label__1 A14 A24 A32 A49 A53 A64 A75 A84 A92 A101 A114 A121 A135 A141 A152 A161 A172 A181 A191 A201
593,A12,A24,A32,A40,A55,A61,A73,A83,A92,A101,A114,A122,A130,A143,A151,A161,A172,A181,A192,A201,__label__2,__label__2 A12 A24 A32 A40 A55 A61 A73 A83 A92 A101 A114 A122 A130 A143 A151 A161 A172 A181 A192 A201
594,A11,A24,A31,A410,A52,A65,A75,A84,A93,A101,A113,A123,A137,A142,A152,A161,A174,A181,A192,A201,__label__2,__label__2 A11 A24 A31 A410 A52 A65 A75 A84 A93 A101 A113 A123 A137 A142 A152 A161 A174 A181 A192 A201
595,A12,A20,A31,A40,A50,A62,A72,A81,A92,A101,A111,A122,A134,A142,A152,A161,A172,A181,A191,A201,__label__2,__label__2 A12 A20 A31 A40 A50 A62 A72 A81 A92 A101 A111 A122 A134 A142 A152 A161 A172 A181 A191 A201
596,A11,A24,A32,A40,A52,A61,A74,A84,A92,A101,A114,A123,A130,A143,A151,A162,A173,A181,A191,A201,__label__2,__label__2 A11 A24 A32 A40 A52 A61 A74 A84 A92 A101 A114 A123 A130 A143 A151 A162 A173 A181 A191 A201
597,A12,A24,A30,A49,A57,A61,A73,A81,A93,A101,A114,A121,A135,A143,A152,A163,A172,A181,A192,A201,__label__2,__label__2 A12 A24 A30 A49 A57 A61 A73 A81 A93 A101 A114 A121 A135 A143 A152 A163 A172 A181 A192 A201
598,A14,A23,A34,A40,A55,A61,A74,A82,A93,A101,A112,A122,A134,A141,A152,A162,A173,A181,A191,A201,__label__2,__label__2 A14 A23 A34 A40 A55 A61 A74 A82 A93 A101 A112 A122 A134 A141 A152 A162 A173 A181 A191 A201
599,A14,A24,A33,A49,A57,A61,A73,A81,A93,A101,A112,A124,A134,A143,A153,A161,A173,A181,A191,A201,__label__1,__label__1 A14 A24 A33 A49 A57 A61 A73 A81 A93 A101 A112 A124 A134 A143 A153 A161 A173 A181 A191 A201
600,A12,A20,A32,A43,A55,A61,A72,A81,A92,A103,A111,A121,A137,A143,A152,A161,A173,A181,A191,A201,__label__1,__label__1 A12 A20 A32 A43 A55 A61 A72 A81 A92 A103 A111 A121 A137 A143 A152 A161 A173 A181 A191 A201
601,A12,A20,A32,A42,A50,A61,A73,A84,A92,A101,A111,A122,A133,A143,A152,A161,A173,A181,A191,A201,__label__2,__label__2 A12 A20 A32 A42 A50 A61 A73 A84 A92 A101 A111 A122 A133 A143 A152 A161 A173 A181 A191 A201
602,A12,A24,A31,A46,A53,A61,A74,A84,A92,A101,A114,A124,A135,A141,A153,A161,A172,A181,A191,A201,__label__2,__label__2 A12 A24 A31 A46 A53 A61 A74 A84 A92 A101 A114 A124 A135 A141 A153 A161 A172 A181 A191 A201
603,A14,A26,A32,A42,A56,A61,A73,A84,A92,A101,A112,A123,A132,A143,A152,A161,A174,A181,A192,A201,__label__2,__label__2 A14 A26 A32 A42 A56 A61 A73 A84 A92 A101 A112 A123 A132 A143 A152 A161 A174 A181 A192 A201
604,A13,A21,A32,A42,A52,A61,A72,A84,A92,A101,A112,A122,A130,A143,A152,A161,A173,A181,A191,A201,__label__1,__label__1 A13 A21 A32 A42 A52 A61 A72 A84 A92 A101 A112 A122 A130 A143 A152 A161 A173 A181 A191 A201
605,A11,A24,A31,A42,A55,A63,A73,A84,A93,A101,A114,A121,A130,A142,A152,A161,A173,A181,A192,A201,__label__1,__label__1 A11 A24 A31 A42 A55 A63 A73 A84 A93 A101 A114 A121 A130 A142 A152 A161 A173 A181 A192 A201
606,A14,A24,A34,A49,A57,A61,A73,A83,A93,A101,A112,A121,A139,A143,A152,A161,A174,A181,A192,A201,__label__1,__label__1 A14 A24 A34 A49 A57 A61 A73 A83 A93 A101 A112 A121 A139 A143 A152 A161 A174 A181 A192 A201
607,A12,A26,A32,A43,A55,A62,A73,A84,A92,A102,A114,A124,A138,A143,A153,A161,A173,A181,A191,A201,__label__2,__label__2 A12 A26 A32 A43 A55 A62 A73 A84 A92 A102 A114 A124 A138 A143 A153 A161 A173 A181 A191 A201
608,A14,A23,A32,A43,A54,A61,A72,A84,A93,A101,A111,A121,A134,A143,A152,A161,A173,A181,A191,A201,__label__1,__label__1 A14 A23 A32 A43 A54 A61 A72 A84 A93 A101 A111 A121 A134 A143 A152 A161 A173 A181 A191 A201
609,A14,A22,A32,A41,A52,A65,A75,A84,A93,A101,A114,A124,A137,A141,A153,A161,A173,A182,A191,A201,__label__1,__label__1 A14 A22 A32 A41 A52 A65 A75 A84 A93 A101 A114 A124 A137 A141 A153 A161 A173 A182 A191 A201
610,A11,A21,A32,A44,A50,A62,A71,A84,A92,A101,A113,A122,A130,A143,A152,A161,A173,A181,A191,A201,__label__2,__label__2 A11 A21 A32 A44 A50 A62 A71 A84 A92 A101 A113 A122 A130 A143 A152 A161 A173 A181 A191 A201
611,A13,A21,A32,A40,A51,A62,A75,A81,A92,A101,A114,A124,A138,A143,A153,A161,A172,A182,A191,A201,__label__2,__label__2 A13 A21 A32 A40 A51 A62 A75 A81 A92 A101 A114 A124 A138 A143 A153 A161 A172 A182 A191 A201
612,A11,A24,A32,A43,A56,A64,A72,A84,A92,A101,A112,A123,A133,A141,A152,A161,A173,A181,A191,A201,__label__1,__label__1 A11 A24 A32 A43 A56 A64 A72 A84 A92 A101 A112 A123 A133 A141 A152 A161 A173 A181 A191 A201
613,A11,A24,A31,A41,A57,A61,A73,A81,A92,A103,A114,A123,A130,A141,A151,A161,A173,A181,A191,A202,__label__1,__label__1 A11 A24 A31 A41 A57 A61 A73 A81 A92 A103 A114 A123 A130 A141 A151 A161 A173 A181 A191 A202
614,A14,A23,A33,A42,A53,A61,A74,A84,A92,A101,A111,A121,A130,A143,A152,A161,A173,A181,A191,A201,__label__2,__label__2 A14 A23 A33 A42 A53 A61 A74 A84 A92 A101 A111 A121 A130 A143 A152 A161 A173 A181 A191 A201
615,A12,A27,A30,A49,A59,A65,A73,A82,A93,A101,A112,A123,A138,A141,A152,A161,A174,A181,A192,A201,__label__1,__label__1 A12 A27 A30 A49 A59 A65 A73 A82 A93 A101 A112 A123 A138 A141 A152 A161 A174 A181 A192 A201
616,A12,A27,A33,A43,A59,A65,A73,A82,A93,A101,A112,A124,A132,A143,A153,A161,A174,A181,A191,A201,__label__1,__label__1 A12 A27 A33 A43 A59 A65 A73 A82 A93 A101 A112 A124 A132 A143 A153 A161 A174 A181 A191 A201
617,A11,A20,A34,A40,A57,A61,A73,A81,A93,A101,A113,A121,A136,A143,A151,A163,A173,A182,A191,A201,__label__1,__label__1 A11 A20 A34 A40 A57 A61 A73 A81 A93 A101 A113 A121 A136 A143 A151 A163 A173 A182 A191 A201
